Rank ,Title ,Artist,Year ,BPM,Genre,Release Date ,Music Video 
25,Late Night Talking,Harry Styles,2022,115,Pop,2022-05-20,1
26,I Like You (A Happier Song),Post Malone ft. Doja Cat,2022,101,Pop,2022-06-03,1
27,You Proof,Morgan Wallen,2022,120,Pop,2022-05-13,1
28,Bad Habit,Steve Lacy,2022,169,R&B,2022-06-29,1
29,Sunroof,Nicky Youre & Dazy,2022,131,Pop,2021-12-04,1
30,One Right Now,Post Malone & the Weeknd,2022,97,Pop,2021-11-05,1
31,Good 4 U,Olivia Rodrigo,2022,167,Pop,2021-05-14,1
32,Numb Little Bug,Em Beihold,2022,85,Pop,2022-01-28,1
33,Jimmy Cooks,Drake ft. 21 Savage,2022,166,Hip-Hop,2022-06-17,1
34,Til You Can't,Cody Johnson,2022,160,Country,2021-06-11,1
35,Fancy Like,Walker Hayes,2022,80,Pop,2022-06-04,1
36,The Kind of Love We Make,Luke Combs,2022,102,Country,2022-05-13,1
37,I Ain't Worried,One Republic,2022,140,Pop,2022-05-13,1
38,Break My Soul,Beyonce,2022,115,Pop,2022-06-20,1
39,Something in the Orange,Zach Bryan,2022,175,Country,2022-04-22,1
40,Save Your Tears,The Weeknd & Ariana Grande,2022,118,Pop,2020-03-20,1
41,Smokin out the Window,Silk Sonic (Bruno Mars & Anderson Paak),2022,82,R&B,2021-11-12,1
42,Levitating,Dua Lipa,2022,103,Pop,2020-03-27,1
43,In a Minute,Lil Baby,2022,103,Hip-Hop,2022-04-08,1
44,Moscow Mule,Bad Bunny,2022,100,Pop,2022-05-08,1
45,You Right,Doja Cat & the Weeknd,2022,129,R&B,2021-06-25,1
46,She Had Me at Heads Carolina,Cole Swindell,2022,135,Country,2021-09-24,1
47,Vegas,Doja Cat,2022,78,Pop,2022-06-24,1
48,Pushin P,Gunna & Future featureing Young Thug,2022,178,Hip-Hop,2022-01-07,1
49,Buy Dirt,Jordan Davis & Luke Bryan,2022,107,Country,2021-05-21,1
50,I Hate U,SZA,2022,107,R&B,2021-12-03,0
51,Boyfriend,Dove Cameron,2022,180,Pop,2022-02-11,1
52,Glimpse of Us,Joji,2022,170,R&B,2022-06-10,1
53,Surface Pressure,Jessica Darrow,2022,180,Pop,2022-01-07,1
54,Fall in Love,Bailey Zimmerman,2022,136,Country,2022-02-11,1
55,Love Nwanititi (Ah ah Ah),CKay,2022,93,Pop,2021-07-20,1
56,Super Freaky Girl,Nicki Minaj,2022,133,Hip-Hop,2022-08-12,1
57,Hrs and Hrs,Muni Long,2022,134,R&B,2021-11-19,1
58,Sand in My Boots,Morgan Wallen,2022,70,Country,2021-06-30,1
59,Mamiii,Becky G & Karol G,2022,94,Pop,2022-02-10,1
60,Knife Talk,Drake ft. 21 Savage & Project Pat,2022,146,Hip-Hop,2021-09-03,1
61,AA,Walker Hayes,2022,104,Country,2021-11-19,1
62,Sweetest Pie,Megan Thee Stalion & Dua Lipa,2022,124,Pop,2022-03-25,1
63,Provenza,Karol G,2022,111,Pop,2022-04-22,1
64,Essence,Wizkid ft. Justin Bieber & Tems,2022,104,Pop,2020-01-30,1
65,All I Want for Christmas Is You,Mariah Carey,2022,150,Pop,1994-11-01,1
66,Bam Bam,Camila Cabello ft. Ed Sheeran,2022,95,Pop,2022-03-25,1
67,5 foot 9,Tyler Hubbard,2022,106,Pop,2022-05-13,1
68,Get Into It (Yuh),Doja Cat,2022,92,Hip-Hop,2021-06-25,1
69,Efecto,Bad Bunny,2022,98,Pop,2022-05-06,1
70,Rock and a Hard Place,Bailey Zimmerman,2022,122,Country,2022-01-07,1
71,Doin This,Luke Combs,2022,115,Country,2021-11-19,1
72,Oh My God,Adele,2022,94,Pop,2021-11-19,1
73,Better Days,"Neiked, Mae Muller & Polo G",2022,100,Pop,2021-09-24,0
74,Meet Me at Our Spot,The Anexiety: Willow & Tyler Cole,2022,95,Pop,2021-10-15,1
75,Fingers Crossed,Lauren Spencer Smith,2022,109,Pop,2022-01-21,1
76,All Too Well (Taylor's Version),Taylor Swift,2022,186,Pop,2021-11-12,1
77,Party,Bad Bunny & Rauw Alejandro,2022,97,Pop,2021-11-05,1
78,Despues de la Playa,Bad Bunny,2022,78,Pop,2022-05-06,1
79,You Should Probably Leave,Chris Stapleton,2022,184,Country,2021-11-05,0
80,Rockin Around the Christmas Tree,Brenda Lee,2022,67,Pop,1958-11-19,1
81,Broadway Girls,Lil Durk ft. Morgan Wallen,2022,75,Country,2021-12-17,1
82,Take My Name,Parmalee,2022,164,Pop,2022-03-04,1
83,What Happened to Virgil,Lil Durk ft. Gunna,2022,140,Hip-Hop,2019-08-23,1
84,Puffin on Zootiez,Future,2022,125,Hip-Hop,2022-01-07,1
85,Like I Love Country Music,Kane Brown,2022,125,Pop,2022-03-11,1
86,Jingle Bell Rock,Bobby Helms,2022,120,Pop,1957-10-28,0
87,Ojitos Lindos,Bad Bunny & Bomba Estero,2022,80,Pop,2022-05-06,1
88,Trouble with a Heartbreak,Jason Aldean,2022,136,Country,2022-01-28,1
89,A Holly Jolly Christmas,Burl Ives,2022,140,Pop,1965-10-01,0
90,Kiss Me More,Doja Cat ft. SZA,2022,111,Pop,2021-04-09,1
91,She Likes It,Russell Dickerson ft. Jake Scott,2022,127,Pop,2022-01-21,1
92,Never Say Never,Cole Swindell & Lainey Wilson,2022,140,Country,2010-04-12,1
93,Damn Strait,Scotty McCreery,2022,144,Country,2022-04-08,1
94,She All I Wanna Be,Tate McRae,2022,160,Pop,2022-01-28,1
95,Last Night Lonely,Jon Pardi,2022,103,Country,2022-03-25,1
96,Flower Shops,Ernest ft. Morgan Wallen,2022,128,Country,2021-12-31,1
97,To the Moon,Jnr Choi & Sam Tompkins,2022,144,Hip-Hop,2020-07-24,1
98,Unholy,Sam Smith & Kim Petras,2022,131,Pop,2022-09-22,1
99,One Mississippi,Kane Brown,2022,100,Country,2021-01-29,1
100,Circles Around This Town,Maren Morris,2022,150,Country,2022-01-07,1
1,Last Night,Morgan Wallen,2023,102,Pop,2023-02-06,1
2,Flowers,Miley Cyrus,2023,118,Pop,2023-01-12,1
3,Kill Bill,SZA,2023,89,Pop,2023-01-10,1
4,Anti Hero,Taylor Swift,2023,97,Pop,2022-10-21,1
5,Creepin,"Metro Boomin, the Weeknd & 21 Savage",2023,70,R&B,2023-01-27,0
6,Calm Down,Rema & Selena Gomez,2023,107,Pop,2022-02-11,1
7,Die for you,The Weeknd & Ariana Grande,2023,134,R&B,2023-02-24,0
8,Fast Car,Luke Combs,2023,97,Country,2023-04-18,0
9,Snooze,SZA,2023,143,R&B,2023-04-25,1
10,Im Good (Blue),David Guetta & Bebe Rexha,2023,128,Pop,2022-08-26,1
11,Unholy,Sam Smith & Kim Petras,2023,131,Pop,2022-09-22,1
12,You Proof,Morgan Wallen,2023,104,Country,2022-07-18,1
13,Something in Orange,Zach Bryan,2023,84,Country,2022-04-22,1
14,Rich Flex,Drake & 21 Savage,2023,128,Hip-Hop,2022-11-11,1
15,As it Was,Harry Styles,2023,174,Pop,2022-04-01,1
16,Rock and a Hard Place,Bailey Zimmerman,2023,76,Country,2022-05-10,1
17,Under the Influence,Chris Brown,2023,93,R&B,2022-09-06,1
18,Cruel Summer,Taylor Swift,2023,170,Pop,2022-05-20,1
19,Thinkin' Bout Me,Morgan Wallen,2023,100,Country,2023-09-07,1
20,Boy's a Liar Pt.2,PinkPantheress & Ice Spice,2023,132,Pop,2023-02-03,1
21,Favorite Song,Toosii,2023,80,R&B,2023-02-17,1
22,Thought You Should Know,Morgan Wallen,2023,76,Country,2022-11-07,1
23,Thank God,Kane Brown & Katelyn Brown,2023,94,Country,2022-09-12,1
24,Sure Thing,Miguel,2023,80,R&B,2010-11-26,1
25,All My Life,Lil Durk ft. J.Cole,2023,88,Hip-Hop,2023-05-12,1
26,Ella Balila Sola,Elsabon Armando & Peso Pluma,2023,100,Pop,2023-03-17,1
27,Karma,Taylor Swift ft. Ice Spice e,2023,90,Pop,2023-05-01,1
28,Just Wanna Rock,Lil Uzi Vert,2023,150,Pop,2022-08-17,1
29,Cuff It,Beyonce,2023,115,Pop,2022-09-30,1
30,Vampire,Olivia Rodrigo,2023,138,Pop,2023-06-30,0
31,FukUMena,Gunna,2023,120,Hip-Hop,2023-07-11,1
32,Lavender Haze,Taylor Swift,2023,97,Pop,2022-11-29,1
33,Players,Coi Leray,2023,121,Hip-Hop,2022-11-30,1
34,Need a Favor,Jelly Roll,2023,144,Country,2022-12-09,1
35,Dance the Night,Dua Lipa,2023,110,Pop,2023-05-23,1
36,Love You Anyway,Luke Combs,2023,78,Country,2023-02-10,1
37,One Thing at a Time,Morgan Wallen,2023,76,Country,2023-03-13,1
38,Superhero (Heros & Villians),"Metro Boomin, Future & Chris Brown",2023,80,Hip-Hop,2022-12-02,1
39,Bad Habit,Steve Lacy,2023,145,R&B,2022-06-29,1
40,La Bebe,Yng Lvcas & Peso Pluma,2023,92,Pop,2021-12-24,1
41,Golden Hour,Jvke,2023,84,Pop,2022-07-15,1
42,Religously,Bailey Zimmerman,2023,72,Country,2023-03-17,1
43,Spin Bout U,Drake & 21 Savage,2023,142,Hip-Hop,2023-02-24,1
44,Cupid,Fifty Fifty,2023,120,Pop,2023-02-24,1
45,Search and Rescue,Drake,2023,142,R&B,2023-04-07,1
46,Barbie World,Niki Minaj & Ice Spice with Aqua,2023,135,Hip-Hop,2023-06-23,1
47,Next Thing You Know,Jordan Davis,2023,76,Country,2022-08-12,1
48,Escapism,Raye ft. 070 Shake,2023,96,R&B,2022-10-12,1
49,Un x100to,Grupo Frontera & Bad Bunny,2023,83,Pop,2023-04-17,1
50,Until I Found You,Stephen Sanchez,2023,101,Pop,2021-09-01,1
51,Shirt,SZA,2023,120,R&B,2022-10-28,0
52,Pain the Town Red,Doja Cat,2023,100,Hip-Hop,2023-08-04,1
53,Made You Look,Megan Trainor,2023,145,Pop,2022-10-31,1
54,Wait in the Truck,Hardy ft. Lainey Wilson,2023,76,Country,2022-08-29,1
55,All I Want Christmas Is You,Mariah Carey,2023,150,Pop,1994-10-29,1
56,Everything I Love,Morgan Wallen,2023,84,Country,2023-06-26,1
57,Chemical,Post Malone,2023,90,Pop,2023-04-14,1
58,Heart Like a Truck,Lainey Wilson,2023,92,Country,2022-05-20,1
59,"Going, Going, Gone",Luke Combs,2023,112,Country,2022-10-24,1
60,Rockin Around the Christmas Tree,Brenda Lee,2023,140,Pop,1958-11-24,1
61,Dancin in the Country,Tyler Hubbard,2023,118,Country,2022-11-21,1
62,Daylight,David Kushner,2023,120,Pop,2023-04-14,1
63,Lift me Up,Rihanna,2023,86,R&B,2022-10-28,1
64,Eyes Closed,Ed Sheeran,2023,123,Pop,2023-03-24,1
65,TQG,Karol G & Shakira,2023,92,Pop,2023-02-24,1
66,Try That in a Small Town,Jason Aldean,2023,80,Country,2023-05-22,1
67,Tennessee Orange,Megan Moroney,2023,92,Country,2022-12-05,1
68,Jingle Bell Rock,Bobby Helms,2023,120,Pop,1957-11-28,0
69,Princess Diana,Ice Spice adn Niki Minaj,2023,146,Hip-Hop,2023-04-14,0
70,Tomorrow 2,GloRilla adn Cardi B,2023,84,Hip-Hop,2022-09-23,1
71,A Holly Jolly Christmas,Burl Ives,2023,140,Pop,1965-10-01,1
72,Where She Goes,Bad Bunny,2023,97,Hip-Hop,2023-05-18,1
73,Bebe Dame,Fuerza Regida & Grupo Frontera,2023,90,Pop,2022-12-16,1
74,I Remember Everything,Zach Bryan ft. Kacey Musgraves,2023,78,Country,2023-09-08,1
75,I Like You (A Happier Song),Post Malone ft. Doja Cat,2023,101,R&B,2022-06-03,1
76,What It Is (Block Boy),Doechii ft. Kodak Black,2023,122,Hip-Hop,2023-03-17,1
77,Nobody Gets Me,SZA,2023,112,Country,2023-01-06,1
78,Rich Men North of Richmond,Oliver Anthony Music,2023,76,Country,2023-08-08,1
79,Super Freaky Girl,Niiki Minaj,2023,133,Hip-Hop,2022-08-12,1
80,Dial Drunk,Noah Kahan & Post Malone,2023,140,Pop,2023-07-17,1
81,What Was I Made For,Billie Eilish,2023,78,Pop,2023-07-13,1
82,Seven,Jung Kook ft. Latto,2023,125,Pop,2023-07-14,1
83,Wait for U,Future ft. Drake & Tems,2023,154,Hip-Hop,2022-05-03,1
84,Last Christmas,Wham!,2023,108,Pop,1984-12-03,1
85,Handle on You,Parker McCollum,2023,80,Country,2022-08-15,1
86,Por Las Noches,Peso Pluma,2023,90,Pop,2021-06-11,1
87,Memory Lane,Old Dominion,2023,76,Country,2023-01-05,1
88,Area Codes,Kaliii,2023,142,Hip-Hop,2023-03-17,1
89,Bury Me in Georgia,Kane Brown,2023,88,Country,2023-03-31,1
90,PRC,Peso Pluma & Natanael Cano,2023,92,Pop,2023-01-24,1
91,What My World Spins Around,Jordan Davis,2023,94,Country,2023-05-27,1
92,Aint That Some,Morgan Wallen,2023,76,Country,2023-03-03,0
93,Wild as Her,Corey Kent,2023,84,Country,2022-07-18,1
94,Peaches & Eggplants,Young Nudy ft. 21 Savage,2023,140,Hip-Hop,2023-05-16,1
95,I Wrote the Book,Morgan Wallen,2023,140,Country,2023-01-31,0
96,"Bzerp Music Sessions, Vol. 53",Bizarrap & Shakira,2023,123,Pop,2023-01-11,1
97,Meltdown,Travis Scott ft. Drake,2023,140,Hip-Hop,2023-08-15,1
98,Put It on da Floor Again,Latto ft. Drake,2023,130,Hip-Hop,2023-04-21,0
99,Bloody Mary,Lady Gaga,2023,124,Pop,2022-12-02,0
100,Watermelon Moonshine,Lainey Wilson,2023,84,Country,2023-05-30,1
1,Lose Control,Teddy Swims,2024,160,R&B,2023-06-23,0
2,A Bar Song (Tipsy),Shaboozey,2024,81,Country ,2024-04-12,1
3,Beautiful Things,Benson Boone,2024,105,Pop ,2024-01-19,1
4,I Had Some Help,Post Malone featuring Morgan Wallen,2024,128,Country ,2024-05-10,1
5,Lovin on Me,Jack Harlow,2024,105,Pop,2023-11-10,1
6,Not Like Us,Kendrick Lamar,2024,101,Hip-Hop,2024-05-04,1
7,Espresso,Sabrina Carpenter,2024,104,Pop,2024-04-11,1
8,Million Dollar Baby,Tommy Richman,2024,138,R&B,2024-04-26,1
9,I Remember Everything,Zach Bryan featuring Kacey Musgraves,2024,78,Country,2023-09-08,0
10,Too Sweet,Hozier,2024,117,Pop,2024-03-22,1
11,Stick Season,Noah Kahan,2024,118,Country ,2022-07-08,1
12,Cruel Summer,Taylor Swift,2024,170,Pop,2023-06-20,1
13,Greedy,Tate McRae,2024,127,R&B,2023-09-15,1
14,Like That,"Future, Metro Boomin and Kendrick Lamar",2024,162,Hip-Hop,2024-03-26,1
15,Birds of a Feather,Billie Eilish,2024,105,Pop,2024-05-17,1
16,Please Please Please,Sabrina Carpenter,2024,107,Country,2024-06-06,1
17,Agora Hills,Doja Cat,2024,123,Hip-Hop,2023-10-31,1
18,"Good Luck, Babe!",Chappell Roan,2024,117,Pop,2024-04-05,1
19,Saturn,SZA,2024,89,R&B,2024-02-23,1
20,Snooze,SZA,2024,143,R&B,2023-04-25,1
21,Paint the Town Red,Doja Cat,2024,100,Hip-Hop,2023-08-04,1
22,Fortnight,Taylor Swift featuring Post Malone,2024,192,Pop,2024-04-19,1
23,Fast Car,Luke Combs,2024,98,Country,2023-04-18,0
24,Water,Tyla,2024,117,R&B,2023-07-28,1
25,Feather,Sabrina Carpenter,2024,124,Pop,2023-08-04,1
26,We Can't Be Friends (Wait for Your Love),Ariana Grande,2024,116,Pop,2024-03-08,1
27,Austin,Dasha,2024,115,Country,2023-11-17,1
28,Last Night,Morgan Wallen,2024,204,Country,2023-01-31,0
29,Cowgirls,Morgan Wallen featuring Ernest,2024,172,Country,2024-04-15,0
30,Pink Skies,Zach Bryan,2024,85,Country,2024-05-24,1
31,Thinkin' Bout Me,Morgan Wallen,2024,140,Country,2023-09-07,0
32,Texas Hold 'Em,Beyoncé,2024,110,Country,2024-02-11,1
33,Is It Over Now?,Taylor Swift,2024,100,Pop,2023-10-31,1
34,Miles on It,Marshmello and Kane Brown,2024,130,Country,2024-05-03,1
35,I Can Do It with a Broken Heart,Taylor Swift,2024,130,Pop,2024-07-02,1
36,Wild Ones,Jessie Murph and Jelly Roll,2024,136,Country,2023-10-06,1
37,Ain't No Love in Oklahoma,Luke Combs,2024,142,Country,2024-05-20,1
38,Carnival,¥$ (Kanye West and Ty Dolla Sign) featuring Rich the Kid and Playboi Carti,2024,148,Hip-Hop,2024-02-15,1
39,Houdini,Eminem,2024,127,Hip-Hop,2024-05-31,1
40,Wanna Be,GloRilla and Megan Thee Stallion,2024,135,Hip-Hop,2024-04-05,1
41,Slow It Down,Benson Boone,2024,181,Pop,2024-03-21,1
42,Redrum,21 Savage,2024,172,Hip-Hop,2024-01-12,1
43,Houdini,Dua Lipa,2024,117,Pop,2023-11-09,1
44,Yeah Glo!,GloRilla,2024,148,Hip-Hop,2024-02-09,1
45,Rich Baby Daddy,Drake featuring Sexyy Red and SZA,2024,146,Hip-Hop,2023-10-13,1
46,What Was I Made For?,Billie Eilish,2024,79,Pop,2023-07-13,1
47,End of Beginning,Djo,2024,160,Pop,2024-03-01,1
48,Lunch,Billie Eilish,2024,125,Pop,2024-05-17,1
49,Never Lose Me,Flo Milli,2024,122,Hip-Hop,2023-11-30,1
50,Lies Lies Lies,Morgan Wallen,2024,81,Country,2024-07-05,1
51,Type Shit,"Future, Metro Boomin, Travis Scott, and Playboi Carti",2024,145,Hip-Hop,2024-03-22,1
52,Gata Only,FloyyMenor and Cris MJ,2024,100,Hip-Hop,2024-02-02,1
53,Hot to Go!,Chappell Roan,2024,140,Pop,2023-08-11,1
54,All I Want for Christmas Is You,Mariah Carey,2024,150,Pop,1994-10-29,1
55,Get It Sexyy,Sexyy Red,2024,145,Hip-Hop,2024-03-15,1
56,Made for Me,Muni Long,2024,120,R&B,2023-09-15,1
57,Vampire,Olivia Rodrigo,2024,137,Pop,2023-06-30,1
58,Whatever She Wants,Bryson Tiller,2024,96,Hip-Hop,2024-02-13,1
59,Rockin' Around the Christmas Tree,Brenda Lee,2024,67,Pop,1958-11-24,1
60,Pretty Little Poison,Warren Zeiders,2024,112,Country,2023-07-10,1
61,First Person Shooter,Drake featuring J. Cole,2024,164,Hip-Hop,2023-10-24,1
62,Die with a Smile,Lady Gaga and Bruno Mars,2024,158,Pop,2024-08-16,1
63,I Like the Way You Kiss Me,Artemas,2024,152,Pop,2024-03-19,1
64,Need a Favor,Jelly Roll,2024,158,Country,2022-12-09,1
65,Save Me,Jelly Roll featuring Lainey Wilson,2024,83,Country,2023-05-12,0
66,Euphoria,Kendrick Lamar,2024,140,Hip-Hop,2024-04-30,1
67,Truck Bed,Hardy,2024,132,Country,2023-05-15,1
68,Jingle Bell Rock,Bobby Helms,2024,120,Country,1957-11-28,1
69,Flowers,Miley Cyrus,2024,118,Pop,2023-01-12,1
70,Where the Wild Things Are,Luke Combs,2024,117,Country,2023-10-16,0
71,Everybody,Nicki Minaj featuring Lil Uzi Vert,2024,138,Hip-Hop,2024-01-09,1
72,La Diabla,Xavi,2024,132,Country,2023-11-30,1
73,Stargazing,Myles Smith,2024,124,Pop,2024-05-10,1
74,Last Christmas,Wham!,2024,108,Pop,1984-12-03,1
75,I Am Not Okay,Jelly Roll,2024,77,Country,2024-06-12,0
76,Pour Me a Drink,Post Malone featuring Blake Shelton,2024,119,Country,2024-06-21,1
77,White Horse,Chris Stapleton,2024,145,Country,2023-07-21,1
78,Lil Boo Thang,Paul Russell,2024,114,Pop,2023-08-18,1
79,Good Good,"Usher, Summer Walker and 21 Savage",2024,141,R&B,2023-08-04,1
80,Act II: Date @ 8,4Batz and Drake,2024,102,R&B,2023-12-15,1
81,High Road,Koe Wetzel featuring Jessie Murph,2024,138,Country,2024-06-07,1
82,Monaco,Bad Bunny,2024,139,Hip-Hop,2023-10-13,1
83,IDGAF,Drake featuring Yeat,2024,137,Hip-Hop,2023-10-06,1
84,Burn It Down,Parker McCollum,2024,162,Country,2023-06-19,1
85,FukUMean,Gunna,2024,130,Hip-Hop,2023-07-11,1
86,Taste,Sabrina Carpenter,2024,113,Pop,2024-08-23,1
87,Where It Ends,Bailey Zimmerman,2024,170,Country,2023-10-02,1
88,FTCU,Nicki Minaj,2024,145,Hip-Hop,2024-01-10,1
89,Wildflower,Billie Eilish,2024,148,Pop,2025-03-04,1
90,World on Fire,Nate Smith,2024,96,Country,2023-06-05,1
91,On My Mama,Victoria Monét,2024,153,R&B,2023-06-16,1
92,"Yes, And?",Ariana Grande,2024,119,Pop,2024-01-12,1
93,Exes,Tate McRae,2024,137,Pop,2023-11-17,1
94,A Holly Jolly Christmas,Burl Ives,2024,140,Pop,1965-10,1
95,Wind Up Missin' You,Tucker Wetmore,2024,172,Country,2024-03-29,1
96,Bulletproof,Nate Smith,2024,80,Country,2024-02-19,1
97,Fe!n,Travis Scott featuring Playboi Carti,2024,148,Hip-Hop,2024-03-12,1
98,The Painter,Cody Johnson,2024,98,Country,2023-08-11,1
99,Down Bad,Taylor Swift,2024,160,Pop,2024-04-19,0
100,Dance the Night,Dua Lipa,2024,110,Pop,2023-05-25,1
1,Die with a Smile,Lady Gaga and Bruno Mars,2025,158,Pop,2024-08-16,1
2,Luther,Kendrick Lamar and SZA,2025,138,R&B,2024-11-29,1
3,A Bar Song (Tipsy),Shaboozey,2025,81,Country ,2024-04-12,1
4,Lose Control,Teddy Swims,2025,160,R&B,2023-06-23,0
5,Birds of a Feather,Billie Eilish,2025,105,Pop,2024-05-17,1
6,Beautiful Things,Benson Boone,2025,105,Pop ,2024-01-19,1
7,Ordinary,Alex Warren,2025,112,Pop,2025-02-07,1
8,I Had Some Help,Post Malone featuring Morgan Wallen,2025,128,Country ,2024-05-10,1
9,APT.,Rosé and Bruno Mars,2025,149,Pop,2024-10-18,1
10,Pink Pony Club,Chappell Roan,2025,107,Pop,2020-04-03,1
11,Love Somebody,Morgan Wallen,2025,122,Country ,2024-10-18,0
12,Espresso,Sabrina Carpenter,2025,104,Pop,2024-04-11,1
13,I'm the Problem,Morgan Wallen,2025,92,Country ,2025-01-31,0
14,That's So True,Gracie Abrams,2025,109,Pop,2024-11-06,1
15,TV Off,Kendrick Lamar featuring Lefty Gunplay,2025,200,Hip-Hop,2024-11-26,0
16,Timeless,The Weeknd and Playboi Carti,2025,120,Hip-Hop,2024-09-27,1
17,Not Like Us,Kendrick Lamar,2025,101,Hip-Hop,2024-05-04,1
18,Just in Case,Morgan Wallen,2025,146,Country ,2025-03-21,0
19,Taste,Sabrina Carpenter,2025,113,Pop,2024-08-23,1
20,Squabble Up,Kendrick Lamar,2025,104,Hip-Hop,2024-11-26,1
21,30 for 30,SZA and Kendrick Lamar,2025,140,Hip-Hop,2025-01-07,0
22,Mutt,Leon Thomas,2025,180,R&B,2024-08-08,1
23,Good News,Shaboozey,2025,162,Country ,2024-11-15,1
24,Nokia,Drake,2025,106,Hip-Hop,2025-03-11,1
25,Golden,"Huntrix: Ejae, Audrey Nuna and Rei Ami",2025,123,Pop,2025-07-04,1
26,Wildflower,Billie Eilish,2025,148,Pop,2025-03-04,1
27,What I Want,Morgan Wallen featuring Tate McRae,2025,116,Pop,2025-05-20,0
28,Messy,Lola Young,2025,111,Pop,2024-05-30,1
29,Stargazing,Myles Smith,2025,124,Pop,2024-05-10,1
30,Love Me Not,Ravyn Lenae,2025,114,R&B,2024-05-03,1
31,"Good Luck, Babe!",Chappell Roan,2025,117,Pop,2024-04-05,1
32,No One Noticed,The Marías,2025,98,Pop,2024-05-03,1
33,All the Way,BigXthaPlug featuring Bailey Zimmerman,2025,135,Hip-Hop,2025-04-04,1
34,Too Sweet,Hozier,2025,117,Pop,2024-03-22,1
35,Worst Way,Riley Green,2025,198,Country ,2025-02-10,1
36,Sailor Song,Gigi Perez,2025,95,Country ,2024-07-26,1
37,Sorry I'm Here for Someone Else,Benson Boone,2025,150,Pop,2025-02-27,0
38,Manchild,Sabrina Carpenter,2025,123,Country ,2025-06-05,1
39,Anxiety,Doechii,2025,129,Hip-Hop,2025-03-04,1
40,I Got Better,Morgan Wallen,2025,85,Country ,2025-06-23,1
41,Sticky,"Tyler, the Creator featuring GloRilla, Sexyy Red and Lil Wayne",2025,80,Hip-Hop,2024-11-12,1
42,Undressed,Sombr,2025,116,Pop,2025-03-21,1
43,I Never Lie,Zach Top,2025,108,Country ,2024-11-25,0
44,Back to Friends,Sombr,2025,93,Pop,2024-12-27,1
45,Bed Chem,Sabrina Carpenter,2025,95,R&B,2024-10-08,0
46,Sports Car,Tate McRae,2025,107,Pop,2025-01-24,1
47,Mystical Magical,Benson Boone,2025,120,Pop,2025-04-24,1
48,Whatchu Kno About Me,GloRilla and Sexyy Red,2025,167,Hip-Hop,2024-10-22,1
49,Indigo,Sam Barber featuring Avery Anna,2025,83,Country ,2024-10-31,0
50,Please Please Please,Sabrina Carpenter,2025,107,Country,2024-06-06,1
51,DTMF,Bad Bunny,2025,136,Hip-Hop,2025-01-23,1
52,Blue Strips,Jessie Murph,2025,134,Pop,2025-04-11,1
53,Peekaboo,Kendrick Lamar featuring AzChike,2025,100,Hip-Hop,2025-02-26,1
54,Your Idol,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo and Samuil Lee",2025,90,Pop,2025-08-27,1
55,High Road,Koe Wetzel featuring Jessie Murph,2025,138,Country,2024-06-07,1
56,Abracadabra,Lady Gaga,2025,126,Pop,2025-02-03,1
57,Who,Jimin,2025,116,Hip-Hop,2024-07-19,1
58,Burning Blue,Mariah the Scientist,2025,120,R&B,2025-05-02,1
59,All I Want for Christmas Is You,Mariah Carey,2025,150,Pop,1994-10-29,1
60,Daisies,Justin Bieber,2025,110,Pop,2025-07-14,1
61,Soda Pop,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo and Samuil Lee",2025,126,Pop,2025-08-27,1
62,Like Him,"Tyler, the Creator featuring Lola Young",2025,96,R&B,2024-10-14,0
63,Residuals,Chris Brown,2025,115,R&B,2024-09-10,1
64,Smile,Morgan Wallen,2025,127,Country ,2024-12-31,1
65,Last Christmas,Wham!,2025,108,Pop,1984-12-03,1
66,Am I Okay?,Megan Moroney,2025,126,Country ,2024-08-26,1
67,Rockin' Around the Christmas Tree,Brenda Lee,2025,67,Pop,1958-11-24,1
68,How It's Done,"Huntrix: Ejae, Audrey Nuna and Rei Ami",2025,160,Pop,2026-01-13,1
69,Happen to Me,Russell Dickerson,2025,118,Country ,2025-03-10,1
70,Baile Inolvidable,Bad Bunny,2025,119,R&B,2025-01-09,1
71,Weren't for the Wind,Ella Langley,2025,152,Country ,2024-10-04,1
72,I Ain't Comin' Back,Morgan Wallen featuring Post Malone,2025,100,Country ,2025-04-18,0
73,Cry for Me,The Weeknd,2025,120,R&B,2025-02-04,1
74,Bad Dreams,Teddy Swims,2025,125,Pop,2024-09-13,1
75,Denial Is a River,Doechii,2025,93,Hip-Hop,2025-01-28,1
76,BMF,SZA,2025,128,Pop,2025-01-07,0
77,Eoo,Bad Bunny,2025,64,Hip-Hop,2025-04-22,0
78,I'm Gonna Love You,Cody Johnson and Carrie Underwood,2025,134,Country ,2024-09-27,1
79,I Am Not Okay,Jelly Roll,2025,77,Country,2024-06-12,0
80,Backup Plan,Bailey Zimmerman and Luke Combs,2025,158,Country ,2025-05-02,1
81,Jingle Bell Rock,Bobby Helms,2025,120,Country,1957-11-28,1
82,Revolving Door,Tate McRae,2025,148,Pop,2025-03-07,1
83,What It Sounds Like,"Huntrix: Ejae, Audrey Nuna and Rei Ami",2025,121,Pop,2025-06-20,1
84,Hard Fought Hallelujah,Brandon Lake and Jelly Roll,2025,144,Country ,2024-11-08,1
85,Somebody Loves Me,PartyNextDoor and Drake,2025,77,R&B,2025-03-11,1
